"SalesDate","Organization","DayOfInterest","DayOfInterestCode","DayOfWeek","DayOfWeekCode","InKingCounty","InKitsapCounty","InPierceCounty","InSnohomishCounty","InSpokaneCounty","InVancouver","IsOrdinaryDay","Log1pDaysSinceOpening","NumLocationsGroup"
2017-03-21,"420 HOLIDAY","N/A",0,"Tuesday",2,0,0,0,0,0,0,1,6.61873898351722,1
2017-03-22,"420 HOLIDAY","N/A",0,"Wednesday",2,0,0,0,0,0,0,1,6.62007320653036,1
2017-03-23,"420 HOLIDAY","N/A",0,"Thursday",2,0,0,0,0,0,0,1,6.62140565176413,1
2017-03-24,"420 HOLIDAY","N/A",0,"Friday",3,0,0,0,0,0,0,1,6.62273632394984,1
2017-03-25,"420 HOLIDAY","N/A",0,"Saturday",3,0,0,0,0,0,0,1,6.62406522779989,1
2017-03-26,"420 HOLIDAY","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.62539236800796,1
2017-03-27,"420 HOLIDAY","N/A",0,"Monday",2,0,0,0,0,0,0,1,6.62671774924902,1
2017-03-28,"420 HOLIDAY","N/A",0,"Tuesday",2,0,0,0,0,0,0,1,6.62804137617953,1
2017-03-29,"420 HOLIDAY","N/A",0,"Wednesday",2,0,0,0,0,0,0,1,6.62936325343745,1
2017-03-30,"420 HOLIDAY","N/A",0,"Thursday",2,0,0,0,0,0,0,1,6.63068338564237,1
2017-03-31,"420 HOLIDAY","N/A",0,"Friday",3,0,0,0,0,0,0,1,6.63200177739563,1
2017-03-05,"420 SPOT SHOP","N/A",0,"Sunday",1,0,1,0,0,0,0,1,6.59714570188665,1
2017-03-06,"420 SPOT SHOP","N/A",0,"Monday",2,0,1,0,0,0,0,1,6.59850902861452,1
2017-03-07,"420 SPOT SHOP","N/A",0,"Tuesday",2,0,1,0,0,0,0,1,6.59987049921284,1
2017-03-08,"420 SPOT SHOP","N/A",0,"Wednesday",2,0,1,0,0,0,0,1,6.60123011872888,1
2017-03-09,"420 SPOT SHOP","N/A",0,"Thursday",2,0,1,0,0,0,0,1,6.60258789218934,1
